0,706.00775907
1,698.82374795
2,695.104162492
3,695.104162492
4,695.104162492
5,694.519884249
6,694.164668032
7,694.164668032
8,694.164668032
9,690.981605639
10,690.981605639
11,690.981605639
12,690.981605639
13,756.432862836
14,797.208904073
15,768.82993923
16,766.345900577
17,763.731238708
18,757.607259163
19,755.238294611
20,755.238294611
21,752.965045577
22,743.549335234
23,743.549335234
24,743.549335234
25,738.185078938
26,746.064026986
27,746.064026986
28,746.064026986
29,742.864666412
30,724.830711273
31,724.830711273
32,724.830711273
33,715.982372386
34,704.271604086
35,704.271604086
36,704.271604086
37,743.200881593
38,738.187032051
39,738.187032051
40,738.187032051
