0,926.866445919
1,918.732464948
2,918.732464948
3,918.732464948
4,918.732464948
5,918.62279218
6,918.62279218
7,918.62279218
8,918.62279218
9,918.62279218
10,918.62279218
11,918.62279218
12,918.62279218
13,918.62279218
14,918.62279218
15,918.62279218
16,918.62279218
17,978.302430637
18,978.302430637
19,978.302430637
20,978.302430637
21,978.302430637
22,978.302430637
23,978.302430637
24,978.302430637
25,978.302430637
26,978.302430637
27,978.302430637
28,978.302430637
29,978.302430637
30,978.302430637
31,978.302430637
32,978.302430637
33,978.302430637
34,978.302430637
35,978.302430637
36,978.302430637
37,978.302430637
38,978.302430637
39,978.302430637
40,978.302430637
